id,kode_provinsi,nama_provinsi,kode_kabupaten_kota,nama_kabupaten_kota,jumlah_produksi,satuan,tahun,jenis_produksi
214,32,JAWA BARAT,3277,KOTA CIMAHI,267,TON,2020,daging domba
215,32,JAWA BARAT,3278,KOTA TASIKMALAYA,20,TON,2020,daging domba
216,32,JAWA BARAT,3279,KOTA BANJAR,10,TON,2020,daging domba
217,32,JAWA BARAT,3201,KABUPATEN BOGOR,539,TON,2021,daging domba
218,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,1844,TON,2021,daging domba
219,32,JAWA BARAT,3203,KABUPATEN CIANJUR,209,TON,2021,daging domba
220,32,JAWA BARAT,3204,KABUPATEN BANDUNG,559,TON,2021,daging domba
221,32,JAWA BARAT,3205,KABUPATEN GARUT,308,TON,2021,daging domba
222,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,394,TON,2021,daging domba
223,32,JAWA BARAT,3207,KABUPATEN CIAMIS,212,TON,2021,daging domba
224,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,1313,TON,2021,daging domba
225,32,JAWA BARAT,3209,KABUPATEN CIREBON,1683,TON,2021,daging domba
226,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,1866,TON,2021,daging domba
227,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,651,TON,2021,daging domba
228,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,367,TON,2021,daging domba
229,32,JAWA BARAT,3213,KABUPATEN SUBANG,1683,TON,2021,daging domba
230,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,15777,TON,2021,daging domba
231,32,JAWA BARAT,3215,KABUPATEN KARAWANG,120,TON,2021,daging domba
232,32,JAWA BARAT,3216,KABUPATEN BEKASI,513,TON,2021,daging domba
233,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1849,TON,2021,daging domba
234,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,46,TON,2021,daging domba
235,32,JAWA BARAT,3271,KOTA BOGOR,92,TON,2021,daging domba
236,32,JAWA BARAT,3272,KOTA SUKABUMI,282,TON,2021,daging domba
237,32,JAWA BARAT,3273,KOTA BANDUNG,355,TON,2021,daging domba
238,32,JAWA BARAT,3274,KOTA CIREBON,39,TON,2021,daging domba
239,32,JAWA BARAT,3275,KOTA BEKASI,791,TON,2021,daging domba
240,32,JAWA BARAT,3276,KOTA DEPOK,140,TON,2021,daging domba
241,32,JAWA BARAT,3277,KOTA CIMAHI,215,TON,2021,daging domba
242,32,JAWA BARAT,3278,KOTA TASIKMALAYA,8,TON,2021,daging domba
243,32,JAWA BARAT,3279,KOTA BANJAR,10,TON,2021,daging domba
244,32,JAWA BARAT,3201,KABUPATEN BOGOR,525,TON,2022,daging domba
245,32,JAWA BARAT,3202,KABUPATEN SUKABUMI,1616,TON,2022,daging domba
246,32,JAWA BARAT,3203,KABUPATEN CIANJUR,370,TON,2022,daging domba
247,32,JAWA BARAT,3204,KABUPATEN BANDUNG,334,TON,2022,daging domba
248,32,JAWA BARAT,3205,KABUPATEN GARUT,335,TON,2022,daging domba
249,32,JAWA BARAT,3206,KABUPATEN TASIKMALAYA,391,TON,2022,daging domba
250,32,JAWA BARAT,3207,KABUPATEN CIAMIS,208,TON,2022,daging domba
251,32,JAWA BARAT,3208,KABUPATEN KUNINGAN,1437,TON,2022,daging domba
252,32,JAWA BARAT,3209,KABUPATEN CIREBON,2134,TON,2022,daging domba
253,32,JAWA BARAT,3210,KABUPATEN MAJALENGKA,2579,TON,2022,daging domba
254,32,JAWA BARAT,3211,KABUPATEN SUMEDANG,429,TON,2022,daging domba
255,32,JAWA BARAT,3212,KABUPATEN INDRAMAYU,283,TON,2022,daging domba
256,32,JAWA BARAT,3213,KABUPATEN SUBANG,1118,TON,2022,daging domba
257,32,JAWA BARAT,3214,KABUPATEN PURWAKARTA,14111,TON,2022,daging domba
258,32,JAWA BARAT,3215,KABUPATEN KARAWANG,399,TON,2022,daging domba
259,32,JAWA BARAT,3216,KABUPATEN BEKASI,559,TON,2022,daging domba
260,32,JAWA BARAT,3217,KABUPATEN BANDUNG BARAT,1849,TON,2022,daging domba
261,32,JAWA BARAT,3218,KABUPATEN PANGANDARAN,63,TON,2022,daging domba
262,32,JAWA BARAT,3271,KOTA BOGOR,393,TON,2022,daging domba
263,32,JAWA BARAT,3272,KOTA SUKABUMI,253,TON,2022,daging domba
264,32,JAWA BARAT,3273,KOTA BANDUNG,306,TON,2022,daging domba
265,32,JAWA BARAT,3274,KOTA CIREBON,186,TON,2022,daging domba
266,32,JAWA BARAT,3275,KOTA BEKASI,3031,TON,2022,daging domba
267,32,JAWA BARAT,3276,KOTA DEPOK,126,TON,2022,daging domba
268,32,JAWA BARAT,3277,KOTA CIMAHI,169,TON,2022,daging domba
269,32,JAWA BARAT,3278,KOTA TASIKMALAYA,8,TON,2022,daging domba
270,32,JAWA BARAT,3279,KOTA BANJAR,15,TON,2022,daging domba
